Country,Province/State (if applicable),English name,FEATURES FOR REVERSE INDEX,Short Bilingual name ( Button Box name),Full Bilingual name,Japanese Title,Type,City (if applicable and lots of instances),Video file name (all mp4),Notes,Upload date,Source,
Canada,Quebec,Vieux Montréal 3,"Canada, Quebec, Montreal, Old Montreal, architecture, history, shopping, walk",Vieux/Old Montréal 3,"Old Montreal 3 / Vieux Montréal n.3, Québec ",,Walk,Montreal,CA - QC - VIEUX-MONTRÉAL 3,,09/12/2022,Mark,
Canada,Saskatchewan,Saskatchewan,"Canada, Saskatchewan, Regina, Grain elevator, nature, fields, farms, trains, landmark, hay bales, hills, mountains, drumlins, countryside",Saskatchewan,Saskatchewan,,Images,,CA - SK - SASKATCHEWAN,,05/04/2024,David,
Canada/USA,All/Mixed,Roadside Attractions,"Canada, USA, Roadside Attractions, Countryside, Landmark, Monument, Sculpture",Attractions,Roadside Attractions / Attractions au bord de la rue,,Walk,,,,06/09/2023,David,
China,Yancheng,Beiyang Village,"China, Beiyang Village, Streets, cars, motorocycles, shops, businesses, village, homes",Beiyang Village,"Beiyang Village, Yancheng, China / Chine",,Drive,,CN - BEIYANG VILLAGE,,10/04/2024,YiFei,
China,,Forbidden City 1,"China, Beijing, Forbidden City, history, architecture, monuments, landmarks, famous places, tourists, people, courtyards, gardens, winter",Forbidden City / Cité Interdite 1,"The Forbidden City 1, Beijing, China / La Cité Interdite, Pékin, Chine n.1",,Walk,Beijing,CN - FORBIDDEN CITY 1,,10/04/2024,YiFei,
China,,Forbidden City 2,"China, Beijing, Forbidden City, history, architecture, monuments, landmarks, famous places, tourists, people, courtyards, gardens, winter",Forbidden City / Cité Interdite 2,"The Forbidden City 1, Beijing, China / La Cité Interdite, Pékin, Chine n.1",,Walk,Beijing,CN - FORBIDDEN CITY 2,,10/04/2024,YiFei,
China,,Forbidden City 3,"China, Beijing, Forbidden City, history, architecture, monuments, landmarks, famous places, tourists, people, courtyards, gardens, winter",Forbidden City / Cité Interdite 3,"The Forbidden City 1, Beijing, China / La Cité Interdite, Pékin, Chine n.1",,Walk,Beijing,CN - FORBIDDEN CITY 3,,10/04/2024,YiFei,
China,,Temple of Heaven,"China, Beijing, Temple of Heaven, history, architecture, monuments, temple, park, landmarks, famous places, tourists, people, courtyards, gardens, winter",Temple of Heaven / Temple du Ciel,"Temple of Heaven, Beijing, China / Temple du Ciel, Pékin, Chine",,Walk,Beijing,CN - TEMPLE OF HEAVEN,,10/04/2024,YiFei,
Egypt,,Pyramids 1,"Egypt, Giza, Pyramids, desert",Pyramids/Pyramides 1,"Pyramids 1, Giza, Egypt / Les Pyramides n.1, Gizeh, Égypte",,Walk,,EG - PYRAMIDS 1,24,04/05/2022,Isaac,
Egypt,,Pyramids 2,"Egypt, Giza, Pyramids, desert",Pyramids/Pyramides 2,"Pyramids 2, Giza, Egypt / Les Pyramides n.2, Gizeh, Égypte",,Walk,,EG - PYRAMIDS 2,25,04/05/2022,Isaac,
Egypt,,Sphinx 1,"Egypt, Giza, Sphinx, desert",Sphinx 1,"Sphinx 1, Giza, Egypt / Le Sphinx n.1, Gizeh, Égypte",,Walk,,EG - SPHINX 1,22,04/05/2022,Isaac,
Egypt,,Sphinx 2,"Egypt, Giza, Sphinx, desert",Sphinx 2,"Sphinx 2, Giza, Egypt / Le Sphinx n.2, Gizeh, Égypte",,Walk,,EG - SPHINX 2,23,04/05/2022,Isaac,
France,,Nice,"France, Nice, winter, Mediterranean, boardwalk, stroll, December, architecture, beach, palm trees",Nice,"Nice, France",,Walk,Nice,FR - NICE ,,10/03/2023,Xianxin,
France,,Paris 1,"France, Paris, Highline Park, garden, walk",Paris 1,"Paris 1, Highline Park, France / Paris n.1, La Coulée Verte René-Dumont, France",,Walk,Paris,"FR - PARIS 1, HIGHLINE PARK",69,04/05/2022,Isaac,
France,,Paris 2,"France, Paris, Rue Moffetard, shops, shopping, architecture, history",Paris 2,"Paris 2, Rue Mouffetard, France / Paris n.2, La rue Mouffetard, France",,Walk,Paris,"FR - PARIS 2, RUE MOUFFETARD",70,04/05/2022,Isaac,
France,,Paris 3,"France, Paris, Jardin du Luxembourg, garden, park",Paris 3,"Paris 3, Jardin du Luxembourg, France / Paris n.3, Le Jardin du Luxembourg, France",,Walk,Paris,"FR - PARIS 3, JARDIN DU LUXEMBOURG",71,04/05/2022,Isaac,
France,,Paris 4,"France, Paris, The Louvre, architecture, courtyard",Paris 4,"Paris 4, The Louvre, France / Paris n.4, Le Musée du Louvre, France",,Walk,Paris,"FR - PARIS 4, THE LOUVRE",73,04/05/2022,Isaac,
France,,Paris 5,"France, Paris, Jardin des Tuileries, Garden, park",Paris 5,"Paris 5, Jardin des Tuileries, France / Paris n.5, Le Jardin des Tuileries, France",,Walk,Paris,"FR - PARIS 5, JARDIN DES TUILERIES",74,04/05/2022,Isaac,
France,,Paris 6,"France, Paris, Les Champs-Élysées, Arc de Triomphe",Paris 6,"Paris 6, Les Champs-Élysées, France / Paris n.6, L'Avenue des Champs-Élysées",,Walk,Paris,"FR - PARIS 6, CHAMPS-ÉLYSÉES",76,04/05/2022,Isaac,
France,,Paris 7,"France, Paris, winter, architecture, Bastille, Versailles, chateau, garden, statue, monument, history",Paris 7 ,"Paris 7, France / Paris n.7, France",,Walk,Paris,FR - PARIS 7,,10/03/2023,Xianxin,
France,,Paris 8,"France, Paris, shops, shopping, Montmartre, Rue de Faubourg, Rue Lamartine, architecture",Paris 8,"Paris 8, France / Paris n.8, France",,Walk,Paris,FR - PARIS 8,,10/03/2023,Xianxin,
Germany,,Hamburg 1,"Germany, Hamburg, City, architecture, monument, buildings, historical",Hamburg / Hambourg 1,"Rathausmarkt, Hamburg, Germany / Hambourg, Allemagne",,Walk,Hamburg,DE - HAMBURG 1,,07/07/2023,Mark,
Germany,,Hamburg 2,"Germany, Hamburg, Park, garden, flowers, city",Hamburg / Hambourg 2,"Planten un Blomen, Hamburg, Germany / Hambourg, Allemagne",,Walk,Hamburg,DE - HAMBURG 2,,07/07/2023,Mark,
Germany,,Hamburg 3,"Germany, Hamburg, River, city, buildings, boat",Hamburg / Hambourg 3,"Elbe River Cruise / Croisière sur l' Elbe, Hamburg, Germany / Hambourg, Allemagne",,Boat,Hamburg,DE - HAMBURG 3,,07/07/2023,Mark,
Greece,,Aegean Islands,"Greece, Aegean Islands, Aegean Sea, Mediterranean, Milos, Santorini, Boats,  history, architecture, mountains, summer, nature, hike",Greece 1/Grèce n.1,"Aegean Islands, Greece / Les Îles de la Mer Égée, Grèce",,Walk,,GR - AEGEAN ISLANDS,,10/09/2022,David's daughter Alexandria,
Guatemala,,Guatemala 1,"Guatemala, Antigua, Garden, flowers, trees, paths, nature",Guatemala 1,"Private Garden / Jardin Privé, Antigua, Guatemala",,Walk,Antigua,GT1,,27/06/2023,Lisa,
Guatemala,,Guatemala 2,"Guatemala, Santa Maria de Jésus, School, children, drive, town, volcano",Guatemala 2,"Drive to / En auto à Santa María de Jésus, Guatemala",,Drive,,GT2,,27/06/2023,Lisa,
Guatemala,,Guatemala 3,"Guatemala, Antigua, Market, shopping",Guatemala 3,"Market / Marché, Antigua, Guatemala",,Walk,Antigua,GT3,,27/06/2023,Lisa,
Guatemala,,Guatemala 4,"Guatemala, Antigua, homes, Volcano, garden, road, flowers",Guatemala 4,"Quiet Neighbourhood / Quartier Calme, Antigua, Guatemala",,Walk,Antigua,GT4,,27/06/2023,Lisa,
Guatemala,,Guatemala 5,"Guatemala, Antigua, City, garden, park, fountain, architecture, buildings, history",Guatemala 5,"Parque Central, Antigua, Guatemala",,Walk,Antigua,GT5,,27/06/2023,Lisa,
Guatemala,,Guatemala 6,"Guatemala, Antigua, City, architecture, buildings, church, history",Guatemala 6,"Walk / Promenade, Antigua, Guatemala",,Walk,Antigua,GT6,,27/06/2023,Lisa,
Guatemala,,Guatemala 7,"Guatemala, Antigua, Caoba Farms, farm, garden, animals, flowers, nature, trees",Guatemala 7,"Caoba Organic Farm / Ferme Bio Caoba, Antigua, Guatemala",,Walk,Antigua,GT7,,27/06/2023,Lisa,
Italy,,A Walk in Venice,"Italy, Venice, walk, shopping",Venice 6,"A Walk in Venice, Italy / Promenade à Venise, Italie",,Walk,Venice,IT - VENICE 6,,16/03/2023,Xianxin,
Italy,,Amalfi Drive 1,"Italy, Amalfi, drive, summer",Amalfi 1,"Amalfi Drive 1, Italy / Amalfi en auto n.1, Italie",,Drive,,IT - AMALFI DRIVE 1,14,04/05/2022,Isaac,
Italy,,Amalfi Drive 2,"Italy, Amalfi, drive, summer",Amalfi 2,"Amalfi Drive 2, Italy / Amalfi en auto n.2, Italie",,Drive,,IT - AMALFI DRIVE 2,15,04/05/2022,Isaac,
Italy,,Amalfi Walk,"Italy, Amalfi, walk, beach, waterfront, summer",Amalfi 3,"Amalfi, Italy / Amalfi, Italie",,Walk,,IT - AMALFI WALK,1,04/05/2022,Isaac,
Italy,,Appian Way,"Italy, Rome, Appian Way, ancient Rome, bike ride",Via Appia,"Appian Way Bike Ride, Rome, Italy / la voie appienne à vélo, Rome, Italie",,Bike,,IT - APPIAN WAY BIKE,93,04/05/2022,Isaac,
Italy,,Aqueduct Park 1,"Italy, Rome, Aquaduct Park, ancient history",Rome 3,"Rome 3, Aqueduct Park, Rome, Italy / Rome n.3, Le parc aqueduc, Rome, Italie",,Walk,,IT - ROME 3 AQUEDUCT PARK,96,04/05/2022,Isaac,
Italy,,Aqueduct Park 2,"Italy, Rome, Aquaduct Park, ancient history",Rome 4,"Rome 4, Aqueduct Park, Rome, Italy / Rome n.4, Le parc aqueduc, Rome, Italie",,Walk,,IT - ROME 4 AQUEDUCT PARK,98,04/05/2022,Isaac,
Italy,,Aragonese Castle 1,"Italy, Ischia, Aragonese Castle, Mediterranean Sea",Castello Aragonese 1,"Aragonese Castle 1, Ischia, Italy / Le Château Aragonais n.1, Ischia , Italie",,Walk,,IT - ARAGONESE CASTLE 1,40,04/05/2022,Isaac,
Italy,,Aragonese Castle 2,"Italy, Ischia, Aragonese Castle",Castello Aragonese 2,"Aragonese Castle 2, Ischia, Italy / Le Château Aragonais n.2, Ischia , Italie",,Walk,,IT - ARAGONESE CASTLE 2,41,04/05/2022,Isaac,
Italy,,Assisi 1,"Italy, Assisi, Architecture",Assisi /Assise 1,"Assisi 1, Italy / Assise n.1, Italie",,Walk,,IT - ASSISI 1,44,04/05/2022,Isaac,
Italy,,Assisi 2,"Italy, Assisi,  Architecture",Assisi /Assise 2,"Assisi 2, Italy / Assise n.2, Italie",,Walk,,IT - ASSISI 2,45,04/05/2022,Isaac,
Italy,,Burano,"Italy, Burano, boats, canals",Burano,"Burano, Venice, Italy / Burano, Venise, Italie",,Walk,,"IT - BURANO, ITALY",87,04/05/2022,Isaac,
Italy,,Capri 1,"Italy, Capri, Bike ride",Capri 1,"Capri Bike Ride 1, Naples, Italy / Capri à vélo n.1, Naples, Italie",,Bike,,IT - CAPRI BIKE RIDE 1,88,04/05/2022,Isaac,
Italy,,Capri 2,"Italy, Capri, Bike ride",Capri 2,"Capri Bike Ride 2, Naples, Italy / Capri à vélo n.2, Naples, Italie",,Bike,,IT - CAPRI BIKE RIDE 2,89,04/05/2022,Isaac,
Italy,,Civita di Bagnoregio,"Italy, Civita di Bagnoregio, small town, Architecture",Civita di Bagnoregio,"Civita Di Bagnoregio, Italy/Italie",,Walk,,IT - CIVITA DI BAGNOREGIO,58,04/05/2022,Isaac,
Italy,,Colosseum,"Italy, Rome, Colosseum, ancient history",Il Colosseo,"The Colosseum, Rome, Italy / Le Colisée, Rome, Italie",,Walk,Rome,"IT - COLOSSEUM, ROME",57,04/05/2022,Isaac,
Italy,,Florence 1,"Italy, Florence",Florence 1,"Florence 1, Italy / Florence n. 1, Italie",,Walk,Florence,IT - FLORENCE 1,16,04/05/2022,Isaac,
Italy,,Florence 2,"Italy, Florence",Florence 2,"Florence 2, Italy / Florence n. 2, Italie",,Walk,Florence,IT - FLORENCE 2,17,04/05/2022,Isaac,
Italy,,Herculaneum 1,"Italy, Campagna, Herculaneum, architecture, ancient history",Herculaneum 1,"Herculaneum 1, Campagna, Italy / Herculanum n.1, Campanie, Italie",,Walk,,IT - HERCULANEUM 1,99,04/05/2022,Isaac,
Italy,,Herculaneum 2,"Italy, Campagna, Herculaneum, architecture, ancient history",Herculaneum 2,"Herculaneum 2, Campagna, Italy / Herculanum n.2, Campanie, Italie",,Walk,,IT - HERCULANEUM 2,100,04/05/2022,Isaac,
Italy,,Lucca Wall,"Italy, Lucca, Bike path, ancient history, park",Lucca,"The Walls of Lucca Bike Ride, Italy / Longer à vélo les Murs de Lucca, Italie",,Bike,,IT - LUCCA WALL BIKE RIDE,84,04/05/2022,Isaac,
Italy,,Matera 1,"Italy, Matera, small town, architecture, summer",Matera 1,"Matera 1, Italy / Matera n.1, Italie",,Walk,,IT - MATERA 1,26,04/05/2022,Isaac,
Italy,,Matera 2,"Italy, Matera, small town, architecture, summer",Matera 2,"Matera 2, Italy / Matera n.2, Italie",,Walk,,IT - MATERA 2,27,04/05/2022,Isaac,
Italy,,Matera 3,"Italy, Matera, small town, architecture, summer",Matera 3,"Matera 3, Italy / Matera n.3, Italie",,Walk,,IT - MATERA 3,28,04/05/2022,Isaac,
Italy,,Monte Solaro 1,"Italy, Monte Solaro, Mountain, trail, path",Monte Solaro 1,"Monte Solaro 1, Italy / Monte Solaro n.1, Italie",,Walk,,IT - MONTE SOLARO 1,4,04/05/2022,Isaac,
Italy,,Monte Solaro 2,"Italy, Monte Solaro, Mountain",Monte Solaro 2,"Monte Solaro 2, Italy / Monte Solaro n.2, Italie",,Walk,,IT - MONTE SOLARO 2,5,04/05/2022,Isaac,
Italy,,Mt Vesuvius 1,"Italy, Mount Vesuvius, Mountain, trail",Vesuvius 1,"Mount Vesuvius 1, Italy / Le Mont Vésuve n.1, Italie",,Walk,,IT - MOUNT VESUVIUS 1,20,04/05/2022,Isaac,
Italy,,Mt Vesuvius 2,"Italy, Mount Vesuvius, Mountain, trail",Vesuvius 2,"Mount Vesuvius 2, Italy / Le Mont Vésuve n.2, Italie",,Walk,,IT - MOUNT VESUVIUS 2,21,04/05/2022,Isaac,
Italy,,Naples Via Chiaia 1,"Italy, Naples, Via Chiaia, shopping, walk",Naples 1,"Via Chiaia 1, Naples, Italy / Via Chiaia n. 1, Naples, Italie",,Walk,,IT - NAPLES VIA CHIAIA 1,82,04/05/2022,Isaac,
Italy,,Naples Via Chiaia 2,"Italy, Naples, Via Chiaia, shopping, walk",Naples 2,"Via Chiaia 2, Naples, Italy / Via Chiaia n. 2, Naples, Italie",,Walk,,IT - NAPLES VIA CHIAIA 2,68,04/05/2022,Isaac,
Italy,,Naples Waterfront 1,"Italy, Naples, waterfront, boats, summer",Naples 3,"Naples Waterfront 1, Italy / Au bord de la mer n.1, Naples, Italie",,Walk,,IT - NAPLES WATERFRONT 1,67,04/05/2022,Isaac,
Italy,,Naples Waterfront 2,"Italy, Naples, waterfront, boats, summer",Naples 4,"Naples Waterfront 2, Italy / Au bord de la mer n.2, Naples, Italie",,Walk,,IT - NAPLES WATERFRONT 2,80,04/05/2022,Isaac,
Italy,,Naples Waterfront 3,"Italy, Naples, waterfront, boats, summer",Naples 5,"Naples Waterfront 3, Italy / Au bord de la mer n.3, Naples, Italie",,Walk,,IT - NAPLES WATERFRONT 3,75,04/05/2022,Isaac,
Italy,,Paestum,"Italy, Paestum, ancient history, architecture",Paestum,"Paestum, Italy / Paestum, Italie",,Walk,,"IT - PAESTUM, ITALY",50,04/05/2022,Isaac,
Italy,,Palermo 1,"Italy, Palermo, bike ride",Palermo 1,"Palermo Bike Ride 1, Italy / À vélo à Palerme n.1, Italie",,Bike,,IT - PALERMO BIKE RIDE 1,85,04/05/2022,Isaac,
Italy,,Palermo 2,"Italy, Palermo, bike ride",Palermo 2,"Palermo Bike Ride 2, Italy / À vélo à Palerme n.2, Italie",,Bike,,IT - PALERMO BIKE RIDE 2,86,04/05/2022,Isaac,
Italy,,Path of the Gods 1,"Italy, Positano, Path of the Gods, Hike, Mediterranean, nature",Positano 1,"Path of the Gods 1, Positano, Italy / Le Sentier des Dieux n.1, Positano, Italie",,Walk,,IT - PATH OF THE GODS 1,51,04/05/2022,Isaac,
Italy,,Path of the Gods 2,"Italy, Positano, Path of the Gods, Hike, Mediterranean, nature",Positano 2,"Path of the Gods 2, Positano, Italy / Le Sentier des Dieux n.2, Positano, Italie",,Walk,,IT - PATH OF THE GODS 2,52,04/05/2022,Isaac,
Italy,,Path of the Gods 3,"Italy, Positano, Path of the Gods, Hike, Mediterranean, nature",Positano 3,"Path of the Gods 3, Positano, Italy / Le Sentier des Dieux n.3, Positano, Italie",,Walk,,IT - PATH OF THE GODS 3,53,04/05/2022,Isaac,
Italy,,Phoenician Steps 1,"Italy, Capri, Phoenician Steps, Mediterranean Sea",La Scala Fenicia 1,"Phoenician Steps 1, Capri, Italy / L'escalier Phénicien n.1, Capri, Italie",,Walk,,IT - PHOENICIAN STEPS 1,36,04/05/2022,Isaac,
Italy,,Phoenician Steps 2,"Italy, Capri, Phoenician Steps, Mediterranean Sea",La Scala Fenicia 2,"Phoenician Steps 2, Capri, Italy / L'escalier Phénicien n.2, Capri, Italie",,Walk,,IT - PHOENICIAN STEPS 2,37,04/05/2022,Isaac,
Italy,,Pitigliano 1,"Italy, Pitigliano, small town, architecture",Pitigliano 1,"Pitigliano 1, Italy / Pitigliano n.1, Italie",,Walk,,IT - PITIGLIANO 1,38,04/05/2022,Isaac,
Italy,,Pitigliano 2,"Italy, Pitigliano, small town, architecture",Pitigliano 2,"Pitigliano 2, Italy / Pitigliano n.2, Italie",,Walk,,IT - PITIGLIANO 2,39,04/05/2022,Isaac,
Italy,,Pompeii 1,"Italy, Campagna, Pompeii, ancient history, architecture, ruins",Pompeii 1,"Pompeii 1, Campagna, Italy / Pompéi n.1, Campanie, Italie",,Walk,,IT - POMPEII 1,48,04/05/2022,Isaac,
Italy,,Pompeii 2,"Italy, Campagna, Pompeii, ancient history, architecture, ruins",Pompeii 2,"Pompeii 2, Campagna, Italy / Pompéi n.2, Campanie, Italie",,Walk,,IT - POMPEII 2,49,04/05/2022,Isaac,
Italy,,Ponza 1,"Italy, Ponza, Mediterranean Sea, boats, harbour",Ponza 1,"Ponza 1, Italy /Ponza n.1, Italie",,Walk,,IT - PONZA 1,55,04/05/2022,Isaac,
Italy,,Ponza 2,"Italy, Ponza, small town, architecture",Ponza 2,"Ponza 2, Italy /Ponza n.2, Italie",,Walk,,IT - PONZA 2,56,04/05/2022,Isaac,
Italy,,Portofino 1,"Italy, Portofino, harbour, boats",Portofino 1,"Portofino 1, Italy / Portofino n.1, Italie",,Walk,,IT - PORTOFINO 1,94,04/05/2022,Isaac,
Italy,,Portofino 2,"Italy, Portofino, harbour, boats",Portofino 2,"Portofino 2, Italy / Portofino n.2, Italie",,Walk,,IT - PORTOFINO 2,97,04/05/2022,Isaac,
Italy,,Portofino 3,"Italy, Portofino, bike ride",Portofino 3,"Portofino 3, by bike, Italy / Portofino n.3,  à vélo, Italie",,Bike,,IT - PORTOFINO 3 BY BIKE,92,04/05/2022,Isaac,
Italy,,Procida 1,"Italy, Campania, Procida, waterfront",Procida 1,"Procida 1, Campania, Italy / Procida n.1, Campanie, Italie",,Walk,,IT - PROCIDA 1,18,04/05/2022,Isaac,
Italy,,Procida 2,"Italy, Campania, Procida, waterfront",Procida 2,"Procida 2, Campania, Italy / Procida n.2, Campanie, Italie",,Walk,,IT - PROCIDA 2,19,04/05/2022,Isaac,
Italy,,Procida Bike Ride 1,"Italy, Campania, Procida, waterfront, bike ride",Procida 3,"Procida 3, Bike Ride, Campania, Italy / Procida 3, à vélo, Campanie, Italie",,Bike,,IT - PROCIDA 3 BY BIKE,91,04/05/2022,Isaac,
Italy,,Procida Bike Ride 2,"Italy, Campania, Procida, waterfront, bike ride",Procida 4,"Procida 4, Bike Ride, Campania, Italy / Procida 4, à vélo, Campanie, Italie",,Bike,,IT - PROCIDA 4 BY BIKE,90,04/05/2022,Isaac,
Italy,,Roman Forum 1,"Italy, Rome, Roman Forum, ancient history",Rome 1,"Roman Forum 1, Rome, Italy / Le Forum de Rome n.1, Rome, Italie",,Walk,,IT - ROMAN FORUM 1,59,04/05/2022,Isaac,
Italy,,Roman Forum 2,"Italy, Rome, Roman Forum, ancient history",Rome 2,"Roman Forum 2, Rome, Italy / Le Forum de Rome n.2, Rome, Italie",,Walk,,IT - ROMAN FORUM 2,60,04/05/2022,Isaac,
Italy,,Rome River Ride,"Italy, Rome, Tiber Cycling Lane, river, bike ride",Rome 5,"Tiber Cycling Lane, Rome, Italy / À vélo sur les rives du Tibre, Rome, Italie",,Bike,,IT - ROME 5 TIBER CYCLING LANE,72,04/05/2022,Isaac,
Italy,,Sant Angelo 1,"Italy, Naples, Sant Angelo, Waterfront",Sant Angelo 1,"Sant Angelo 1, Naples, Italy / Sant Angelo n.1, Naples, Italie",,Walk,,IT - SANT ANGELO 1,42,04/05/2022,Isaac,
Italy,,Sant Angelo 2,"Italy, Naples, Sant Angelo, Waterfront",Sant Angelo 2,"Sant Angelo 2 Naples, Italy / Sant Angelo n.2, Naples, Italie",,Walk,,IT - SANT ANGELO 2,43,04/05/2022,Isaac,
Italy,,Sasseto Forest 1,"Italy, Sasseto Forest, hike, nature, trail",Sasseto 1,"Sasseto Forest 1, Italy / La Forêt de Sasseto n.1, Italie",,Walk,,IT - SASSETO FOREST 1,32,04/05/2022,Isaac,
Italy,,Sasseto Forest 2,"Italy, Sasseto Forest, hike, nature, trail",Sasseto 2,"Sasseto Forest 2, Italy / La Forêt de Sasseto n.2, Italie",,Walk,,IT - SASSETO FOREST 2,33,04/05/2022,Isaac,
Italy,,Sermoneta 1,"Italy, Sermoneta, small town, architecture",Sermoneta 1,"Sermoneta 1, Italy / Sermoneta n.1, Italie",,Walk,,IT - SERMONETA 1,34,04/05/2022,Isaac,
Italy,,Sermoneta 2,"Italy, Sermoneta, small town, architecture",Sermoneta 2,"Sermoneta 2, Italy / Sermoneta n.2, Italie",,Walk,,IT - SERMONETA 2,35,04/05/2022,Isaac,
Italy,,Sorrento 1,"Italy, Sorrento",Sorrento 1,"Sorrento 1, Italy / Sorrente n.1, Italie",,Walk,,IT - SORRENTO 1,0,04/05/2022,Isaac,
Italy,,Sorrento 2,"Italy, Sorrento",Sorrento 2,"Sorrento 2, Italy / Sorrente n.2, Italie",,Walk,,IT - SORRENTO 2,63,04/05/2022,Isaac,
Italy,,Sorrento 3,"Italy, Sorrento",Sorrento 3,"Sorrento 3, Italy / Sorrente n.3, Italie",,Walk,,IT - SORRENTO 3,54,04/05/2022,Isaac,
Italy,,Venice Canals 1,"Italy, Venice, Canals",Venice 1,"Venice Canals 1, Italy / Les canaux de Venise n.1, Italie",,Boat,,IT - VENICE CANALS 1,61,04/05/2022,Isaac,
Italy,,Venice Canals 2,"Italy, Venice, Canals",Venice 2,"Venice Canals 2, Italy / Les canaux de Venise n.2, Italie",,Boat,,IT - VENICE CANALS 2,62,04/05/2022,Isaac,
Italy,,Venice Night Walk 1,"Italy, Venice, Canals, night, shopping",Venice 3,"Venice Night Walk 1, Italy / Nuit à Venise, Promenade n.1, Italie",,Walk,,IT - VENICE NIGHT WALK 1,64,04/05/2022,Isaac,
Italy,,Venice Night Walk 2,"Italy, Venice, Canals, night, shopping",Venice 4,"Venice Night Walk 2, Italy / Nuit à Venise, Promenade n.2, Italie",,Walk,,IT - VENICE NIGHT WALK 2,65,04/05/2022,Isaac,
Italy,,Venice Night Walk 3,"Italy, Venice, Canals, night, shopping",Venice 5,"Venice Night Walk 3, Italy / Nuit à Venise, Promenade n.3, Italie",,Walk,,IT - VENICE NIGHT WALK 3,66,04/05/2022,Isaac,
Italy,,Via Tiberio 1,"Italy, Capri, Via Tiberio, Mediterranean Sea",Via Tiberio 1,"Via Tiberio 1, Capri, Italy / Via Tiberio n.1, Capri, Italie",,Walk,,IT - VIA TIBERIO 1,2,04/05/2022,Isaac,
Italy,,Via Tiberio 2,"Italy, Capri, Via Tiberio, Mediterranean Sea",Via Tiberio 2,"Via Tiberio 2, Capri, Italy / Via Tiberio n.2, Capri, Italie",,Walk,,IT - VIA TIBERIO 2,3,04/05/2022,Isaac,
Japan,,2 Shinto Shrines,"Japan, Aichi, Temples, Shinto, Shrines, Hotta Inari Shrine, Toyoishi Shrine, residential area, drone, torii, park, garden, trees, funny",Shinto Shrines/Temples Shintoïstes,"2 Shinto Shrines, Aichi, Japan / 2 Temples Shintoïstes, Aichi, Japon",2 神社・愛知県 日本,Drone,,JP - SHINTO SHRINES,re-edited with Japanese titles Sept 2024,09/12/2022,Mark,new version 09/2024
Japan,,Akihabara 1,"Japan, Tokyo, Akihabara, City, shopping, streets, billboards",Akihabara 1,"Akihabara 1, Tokyo, Japan / Akihabara n.1, Tokyo, Japon",秋葉原 1、東京、日本,Walk,Tokyo,JP - AKIHABARA 1,re-edited with Japanese titles Sept 2024,09/12/2022,Mark,new version 09/2024
Japan,,Akihabara 2,"Japan, Tokyo, Akihabara, City, shopping, streets, billboards",Akihabara 2,"Akihabara 2, Tokyo, Japan / Akihabara n.2, Tokyo, Japon",秋葉原 2、東京、日本,Walk,Tokyo,JP - AKIHABARA 2,re-edited with Japanese titles Sept 2024,09/12/2022,Mark,new version 09/2024
Japan,,Ginkaku-ji 1,"Japan, Kyoto, Ginkaku-ji, Temple, park, stroll, history, architecture, nature, trees, gardens, bonsai, forest",Ginkaku-ji 1,"The Silver Temple #1, Kyoto, Japan / Le Pavillion D'Argent No.1, Kyoto, Japon",銀閣寺 1,Walk,Kyoto,JP - GINKAKU-JI 1,,05/09/2024,Mark,
Japan,,Ginkaku-ji 2,"Japan, Kyoto, Ginkaku-ji, Nature, park, trees, pond, mountains, forest, garden, history, moss",Ginkaku-ji 2,"The Silver Temple #2, Kyoto, Japan / Le Pavillion D'Argent No.2, Kyoto, Japon",銀閣寺 2,Walk,Kyoto,JP - GINKAKU-JI 2,,05/09/2024,Mark,
Japan,,Gion Matsuri,"Japan, Kyoto, Gion Matsuri, Festival, parade, floats, history, art, sculpture, city, streets, traditional costumes",Gion Matsuri,"Gion Festival, Kyoto, Japan / Festival Gion, Kyoto, Japon",祇園祭,Walk,Kyoto,JP - GION FESTIVAL,,05/09/2024,Hiro,
Japan,,Kinkaku-Ji,"Japan, Kyoto, Golden Temple, park, stroll, history, nature, trees, garden, pond",Kinkaku-Ji,"The Golden Temple, Kyoto, Japan / Le Temple du Pavillion d'or, Kyoto, Japon",金閣寺,Walk,Kyoto,JP - KINKAKU-JI,,05/09/2024,Mark,
Japan,,Kiyomizu-Dera,"Japan, Kyoto, Kiyomizu-Dera, Buddhism, Temple, architecture, history, trees, bamboo forest, fountain, garden, pond",Kiyomizu-Dera,"Kiyomizu-Dera in the rain, Kyoto, Japan / Kiyomizu-Dera sous la pluie, Kyoto, Japon",雨の中の清水寺,Walk,Kyoto,JP - KIYOMIZU-DERA,,05/09/2024,Mark,
Japan,,Nagoya Expressways,"Japan, Nagoya, Expressways, Highways, driving, cars, city, buildings",Nagoya Autoroutes,"Expressways, Nagoya, Japan / Autoroutes, Nagoya, Japon",名古屋自動車道,Drive,Nagoya,JP - NAGOYA EXPRESSWAYS,re-edited with Japanese titles Sept 2024,19/12/2022,Mark,new version 09/2024
Japan,,Philospher's Walk,"Japan, Kyoto, Philosopher's Walk, stroll, park, path, trees, river, canal, city",Philosopher's Walk /Promenade du philosophe,"Philosopher's Walk, Kyoto, Japan / Promenade du philosophe, Kyoto, Japon",哲学の道,Walk,Kyoto,JP - PHILOSOPHER_S WALK,,05/09/2024,Mark,
